date,file,Car,Motorcycle,Autorickshaw,Pedestrian
2025-02-13_16-28-26.001,00001035.jpeg,7,4,2,3
2025-02-13_16-28-26.001,00001085.jpeg,9,1,2,2
2025-02-13_16-28-26.001,00001230.jpeg,6,8,0,1
2025-02-13_16-28-26.001,00001280.jpeg,8,13,0,4
2025-02-13_16-28-26.001,00001330.jpeg,10,13,3,4
2025-02-13_16-28-26.001,00001380.jpeg,9,10,1,4
2025-02-13_16-28-26.001,00001525.jpeg,12,9,1,5
2025-02-13_16-28-26.001,00001575.jpeg,10,4,3,6
2025-02-13_16-28-26.001,00001625.jpeg,3,9,1,6
2025-02-13_16-28-26.001,00001675.jpeg,2,16,1,7
2025-03-04_20-10-06.924,00000020.jpeg,0,0,0,2
2025-03-04_20-10-06.924,00000070.jpeg,0,0,0,3
2025-03-04_20-10-06.924,00000120.jpeg,0,0,0,3
2025-03-04_20-10-06.924,00000170.jpeg,0,0,0,2
2025-04-04_09-25-47.262-1576-1710,00000015.jpeg,1,0,0,0
2025-04-04_09-25-47.262-1576-1710,00000065.jpeg,1,0,0,0
2025-04-04_09-25-47.262-1576-1710,00000115.jpeg,1,0,3,0
2025-04-04_09-25-47.262-1576-1710,00000165.jpeg,1,0,2,0
2025-04-04_09-25-47.262-1576-1710,00000220.jpeg,3,0,1,0
2025-04-04_09-25-47.262-1576-1710,00000270.jpeg,2,0,2,0
2025-04-04_09-25-47.262-1576-1710,00000320.jpeg,4,0,1,0
2025-04-04_09-25-47.262-1576-1710,00000370.jpeg,1,0,0,0
2025-04-04_09-25-47.262-1576-1710,00000425.jpeg,2,0,0,0
2025-04-04_09-25-47.262-1576-1710,00000475.jpeg,4,1,1,1
2025-04-04_09-25-47.262-1576-1710,00000525.jpeg,3,2,0,1
2025-04-04_09-25-47.262-1576-1710,00000575.jpeg,3,0,0,0
2025-04-04_09-25-47.262-1576-1710,00000630.jpeg,2,0,0,0
2025-04-04_09-25-47.262-1576-1710,00000680.jpeg,6,1,0,0
2025-04-04_09-25-47.262-1576-1710,00000730.jpeg,2,0,0,0
2025-04-04_09-25-47.262-1576-1710,00000780.jpeg,2,0,0,0
2025-04-04_09-25-47.262-1576-1710,00000830.jpeg,2,0,0,0
2025-04-04_09-25-47.262-1576-1710,00000885.jpeg,2,0,0,0
2025-04-04_09-25-47.262-1576-1710,00000935.jpeg,0,0,0,0
2025-04-04_09-25-47.262-1576-1710,00000985.jpeg,0,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001035.jpeg,0,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001090.jpeg,0,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001140.jpeg,0,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001190.jpeg,0,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001240.jpeg,0,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001295.jpeg,1,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001345.jpeg,0,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001395.jpeg,2,0,1,0
2025-04-04_09-25-47.262-1576-1710,00001445.jpeg,0,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001500.jpeg,1,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001550.jpeg,0,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001600.jpeg,2,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001650.jpeg,1,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001705.jpeg,1,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001755.jpeg,1,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001805.jpeg,0,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001855.jpeg,4,0,0,0
2025-04-04_09-25-47.262-1576-1710,00001910.jpeg,2,1,0,1
2025-04-04_09-25-47.262-1576-1710,00001960.jpeg,4,0,0,0
2025-04-04_09-25-47.262-1576-1710,00002010.jpeg,2,0,0,0
2025-04-04_09-25-47.262-1576-1710,00002060.jpeg,0,0,0,0
2025-04-04_09-25-47.262-1576-1710,00002325.jpeg,2,0,0,0
2025-04-04_09-25-47.262-1576-1710,00002375.jpeg,2,0,0,0
2025-04-04_09-25-47.262-1576-1710,00002425.jpeg,4,0,0,1
2025-04-04_09-25-47.262-1576-1710,00002475.jpeg,3,0,2,0
2025-04-04_09-25-47.262-1576-1710,00002530.jpeg,1,0,1,0
2025-04-04_09-25-47.262-1576-1710,00002580.jpeg,0,0,1,0
2025-02-12_14-14-57.808,00000000.jpeg,11,0,0,0
2025-02-12_14-14-57.808,00000050.jpeg,7,2,0,0
2025-02-12_14-14-57.808,00000100.jpeg,7,1,0,2
2025-02-12_14-14-57.808,00000150.jpeg,7,2,0,1
2025-02-12_14-14-57.808,00000200.jpeg,7,2,0,1
2025-02-13_16-17-59.218,00000045.jpeg,10,1,1,0
2025-02-13_16-17-59.218,00000095.jpeg,7,1,0,2
2025-02-13_16-17-59.218,00000145.jpeg,7,2,1,2
2025-02-13_16-17-59.218,00000195.jpeg,7,1,0,2
2025-02-13_16-17-59.218,00000340.jpeg,11,0,1,2
2025-02-13_16-17-59.218,00000390.jpeg,10,0,1,3
2025-02-13_16-17-59.218,00000440.jpeg,11,1,1,2
2025-02-13_16-17-59.218,00000490.jpeg,6,1,1,2
2025-02-13_16-17-59.218,00000935.jpeg,5,1,1,2
2025-02-13_16-17-59.218,00000985.jpeg,7,1,1,2
2025-02-13_16-17-59.218,00001035.jpeg,5,0,1,2
2025-02-13_16-17-59.218,00001085.jpeg,11,1,2,1
2025-03-04_19-51-09.879,00000030.jpeg,0,1,0,1
2025-03-04_19-51-09.879,00000080.jpeg,1,1,0,2
2025-03-04_19-51-09.879,00000130.jpeg,0,2,0,3
2025-03-04_19-51-09.879,00000180.jpeg,0,1,0,1
2025-04-04_16-48-16.879-905-1165,00001915.jpeg,0,0,0,0
2025-04-04_16-48-16.879-905-1165,00001965.jpeg,0,0,0,0
2025-04-04_16-48-16.879-905-1165,00002015.jpeg,0,0,0,0
2025-04-04_16-48-16.879-905-1165,00002065.jpeg,1,0,2,0
2025-04-04_16-48-16.879-905-1165,00002120.jpeg,1,0,2,0
2025-04-04_16-48-16.879-905-1165,00002170.jpeg,1,0,1,0
2025-04-04_16-48-16.879-905-1165,00002220.jpeg,3,0,1,0
2025-04-04_16-48-16.879-905-1165,00002270.jpeg,2,0,1,0
2025-04-04_16-48-16.879-905-1165,00002325.jpeg,2,0,2,0
2025-04-04_16-48-16.879-905-1165,00002375.jpeg,1,0,1,0
2025-04-04_16-48-16.879-905-1165,00002425.jpeg,2,0,1,0
2025-04-04_16-48-16.879-905-1165,00002475.jpeg,2,0,0,0
2025-02-14_17-05-22.185-0-119,00000010.jpeg,1,0,0,0
2025-02-14_17-05-22.185-0-119,00000060.jpeg,4,2,1,1
2025-02-14_17-05-22.185-0-119,00000110.jpeg,1,0,0,0
2025-02-14_17-05-22.185-0-119,00000160.jpeg,1,3,0,4
2025-02-14_17-05-22.185-0-119,00000305.jpeg,1,1,0,1
2025-02-14_17-05-22.185-0-119,00000355.jpeg,2,4,0,4
2025-02-14_17-05-22.185-0-119,00000405.jpeg,4,1,2,3
2025-02-14_17-05-22.185-0-119,00000455.jpeg,1,6,2,4
2025-02-14_17-05-22.185-0-119,00000600.jpeg,3,5,0,4
2025-02-14_17-05-22.185-0-119,00000650.jpeg,2,5,0,7
2025-02-14_17-05-22.185-0-119,00000700.jpeg,2,5,0,4
2025-02-14_17-05-22.185-0-119,00000750.jpeg,1,2,1,5
2025-02-14_17-05-22.185-0-119,00000800.jpeg,1,2,2,3
2025-02-14_17-05-22.185-0-119,00000945.jpeg,1,3,0,4
2025-02-14_17-05-22.185-0-119,00000995.jpeg,2,1,0,1
2025-02-14_17-05-22.185-0-119,00001045.jpeg,3,0,0,0
2025-02-14_17-05-22.185-0-119,00001095.jpeg,9,2,0,2
2025-02-14_15-33-21.053-262-381,00000340.jpeg,4,2,3,4
2025-02-14_15-33-21.053-262-381,00000390.jpeg,3,2,1,5
2025-02-14_15-33-21.053-262-381,00000440.jpeg,4,3,2,8
2025-02-14_15-33-21.053-262-381,00000490.jpeg,4,3,2,4
2025-02-14_15-33-21.053-262-381,00000935.jpeg,3,2,0,1
2025-02-14_15-33-21.053-262-381,00000985.jpeg,6,1,0,2
2025-02-14_15-33-21.053-262-381,00001035.jpeg,3,1,0,2
2025-02-14_15-33-21.053-262-381,00001085.jpeg,6,1,0,0
2025-04-04_07-30-21.424-519-581,00000030.jpeg,11,0,0,1
2025-04-04_07-30-21.424-519-581,00000080.jpeg,9,0,1,0
2025-04-04_07-30-21.424-519-581,00000130.jpeg,5,0,0,1
2025-04-04_07-30-21.424-519-581,00000180.jpeg,2,0,2,0
2025-04-04_07-30-21.424-519-581,00000235.jpeg,4,0,2,0
2025-04-04_07-30-21.424-519-581,00000285.jpeg,4,0,2,0
2025-04-04_07-30-21.424-519-581,00000335.jpeg,2,0,1,0
2025-04-04_07-30-21.424-519-581,00000385.jpeg,2,0,1,1
2025-04-04_07-30-21.424-519-581,00000440.jpeg,2,0,0,1
2025-04-04_07-30-21.424-519-581,00000490.jpeg,2,0,0,0
2025-04-04_07-30-21.424-519-581,00000540.jpeg,2,0,2,0
2025-04-04_07-30-21.424-519-581,00000590.jpeg,3,0,2,0
2025-03-27_13-35-04.289-4750-4800,00000020.jpeg,2,1,1,1
2025-03-27_13-35-04.289-4750-4800,00000070.jpeg,2,0,2,2
2025-03-27_13-35-04.289-4750-4800,00000120.jpeg,4,0,2,1
2025-03-27_13-35-04.289-4750-4800,00000170.jpeg,5,0,1,1
2025-02-27_16-10-26.923-0-93,00000015.jpeg,5,2,1,2
2025-02-27_16-10-26.923-0-93,00000065.jpeg,3,4,0,3
2025-02-27_16-10-26.923-0-93,00000115.jpeg,3,2,0,3
2025-02-27_16-10-26.923-0-93,00000165.jpeg,5,3,1,3
2025-02-27_16-10-26.923-0-93,00000310.jpeg,7,3,2,5
2025-02-27_16-10-26.923-0-93,00000360.jpeg,5,1,0,1
2025-02-27_16-10-26.923-0-93,00000410.jpeg,1,0,2,0
2025-02-27_16-10-26.923-0-93,00000460.jpeg,3,2,1,1
2025-02-27_16-10-26.923-0-93,00000605.jpeg,4,2,1,3
2025-02-27_16-10-26.923-0-93,00000655.jpeg,6,2,1,2
2025-02-27_16-10-26.923-0-93,00000705.jpeg,4,1,0,1
2025-02-27_16-10-26.923-0-93,00000755.jpeg,2,1,1,1
2025-03-27_13-35-04.289-3900-4130,00000210.jpeg,7,1,1,3
2025-03-27_13-35-04.289-3900-4130,00000260.jpeg,5,1,2,1
2025-03-27_13-35-04.289-3900-4130,00000310.jpeg,4,0,2,1
2025-03-27_13-35-04.289-3900-4130,00000360.jpeg,5,1,2,1
2025-03-27_13-35-04.289-3900-4130,00000410.jpeg,7,1,2,1
2025-03-27_13-35-04.289-3900-4130,00000465.jpeg,7,0,2,0
2025-03-27_13-35-04.289-3900-4130,00000515.jpeg,4,0,2,0
2025-03-27_13-35-04.289-3900-4130,00000565.jpeg,4,0,2,0
2025-03-27_13-35-04.289-3900-4130,00000615.jpeg,4,1,3,1
2025-03-27_13-35-04.289-3900-4130,00000670.jpeg,8,2,2,2
2025-03-27_13-35-04.289-3900-4130,00000720.jpeg,5,0,0,0
2025-03-27_13-35-04.289-3900-4130,00000770.jpeg,1,1,0,1
2025-03-27_13-35-04.289-3900-4130,00000820.jpeg,2,2,4,2
2025-03-27_13-35-04.289-3900-4130,00000875.jpeg,7,2,1,1
2025-03-27_13-35-04.289-3900-4130,00000925.jpeg,6,3,1,3
2025-03-27_13-35-04.289-3900-4130,00000975.jpeg,3,1,0,1
2025-03-27_13-35-04.289-3900-4130,00001025.jpeg,4,1,1,1
2025-03-27_13-35-04.289-3900-4130,00001080.jpeg,3,1,1,2
2025-03-27_13-35-04.289-3900-4130,00001130.jpeg,3,0,1,1
2025-03-27_13-35-04.289-3900-4130,00001180.jpeg,4,0,2,0
2025-03-27_13-35-04.289-3900-4130,00001230.jpeg,2,1,2,2
2024-12-26_17-01-49.508,00000025.jpeg,6,10,1,1
2024-12-26_17-01-49.508,00000075.jpeg,7,11,1,3
2024-12-26_17-01-49.508,00000125.jpeg,5,3,0,7
2024-12-26_17-01-49.508,00000175.jpeg,3,4,0,6
2024-12-26_17-01-49.508,00000320.jpeg,4,3,0,4
2024-12-26_17-01-49.508,00000370.jpeg,5,5,2,3
2024-12-26_17-01-49.508,00000420.jpeg,4,9,1,1
2024-12-26_17-01-49.508,00000470.jpeg,5,14,2,1
2024-12-26_17-01-49.508,00000615.jpeg,11,3,2,4
2024-12-26_17-01-49.508,00000665.jpeg,12,17,0,6
2024-12-26_17-01-49.508,00000715.jpeg,8,11,1,1
2024-12-26_17-01-49.508,00000765.jpeg,8,13,1,5
2024-12-26_17-01-49.508,00000910.jpeg,10,14,0,5
2024-12-26_17-01-49.508,00000960.jpeg,7,11,2,3
2024-12-26_17-01-49.508,00001010.jpeg,9,4,0,2
2024-12-26_17-01-49.508,00001060.jpeg,6,3,1,2
2024-12-26_17-01-49.508,00001205.jpeg,10,8,0,8
2024-12-26_17-01-49.508,00001255.jpeg,6,14,1,10
2024-12-26_17-01-49.508,00001305.jpeg,9,8,1,4
2024-12-26_17-01-49.508,00001355.jpeg,7,7,0,4
2024-12-26_17-01-49.508,00001500.jpeg,8,4,1,6
2024-12-26_17-01-49.508,00001550.jpeg,13,4,1,3
2024-12-26_17-01-49.508,00001600.jpeg,3,9,2,5
2024-12-26_17-01-49.508,00001650.jpeg,7,8,0,5
2024-12-26_17-01-49.508,00001700.jpeg,8,6,1,2
2025-02-28_18-05-29.728-60-99,00000045.jpeg,0,1,0,1
2025-02-28_18-05-29.728-60-99,00000095.jpeg,0,1,0,1
2025-02-28_18-05-29.728-60-99,00000145.jpeg,1,0,0,0
2025-02-28_18-05-29.728-60-99,00000195.jpeg,6,0,0,0
2025-03-10_15-59-04.753-85-320,00001930.jpeg,2,0,3,0
2025-03-10_15-59-04.753-85-320,00001980.jpeg,0,0,4,0
2025-03-10_15-59-04.753-85-320,00002030.jpeg,1,0,2,0
2025-03-10_15-59-04.753-85-320,00002080.jpeg,2,0,3,0
2025-03-10_15-59-04.753-85-320,00002135.jpeg,3,1,2,1
2025-03-10_15-59-04.753-85-320,00002185.jpeg,3,1,1,1
2025-03-10_15-59-04.753-85-320,00002235.jpeg,5,0,3,0
2025-03-10_15-59-04.753-85-320,00002285.jpeg,6,0,1,0
2025-03-25_15-02-47.632-2-46,00000030.jpeg,8,2,0,1
2025-03-25_15-02-47.632-2-46,00000080.jpeg,8,2,1,1
2025-03-25_15-02-47.632-2-46,00000130.jpeg,8,2,0,1
2025-03-25_15-02-47.632-2-46,00000180.jpeg,8,2,0,1
2025-03-25_15-02-47.632-2-46,00000235.jpeg,8,2,0,2
2025-03-25_15-02-47.632-2-46,00000285.jpeg,9,1,0,2
2025-03-25_15-02-47.632-2-46,00000335.jpeg,8,2,0,2
2025-03-25_15-02-47.632-2-46,00000385.jpeg,9,2,0,1
2025-01-21_15-08-47.816,00000320.jpeg,10,1,0,2
2025-01-21_15-08-47.816,00000370.jpeg,9,1,0,2
2025-01-21_15-08-47.816,00000420.jpeg,8,1,0,2
2025-01-21_15-08-47.816,00000470.jpeg,5,2,0,3
2025-01-21_15-08-47.816,00000615.jpeg,6,5,0,3
2025-01-21_15-08-47.816,00000665.jpeg,6,5,0,3
2025-01-21_15-08-47.816,00000715.jpeg,5,4,0,3
2025-01-21_15-08-47.816,00000765.jpeg,4,3,0,2
2025-03-17_16-20-03.343-0-90,00000010.jpeg,2,2,0,3
2025-03-17_16-20-03.343-0-90,00000060.jpeg,5,2,0,3
2025-03-17_16-20-03.343-0-90,00000110.jpeg,8,2,1,2
2025-03-17_16-20-03.343-0-90,00000160.jpeg,3,5,0,7
2025-03-17_16-20-03.343-0-90,00000215.jpeg,4,2,3,3
2025-03-17_16-20-03.343-0-90,00000265.jpeg,3,3,1,4
2025-03-17_16-20-03.343-0-90,00000315.jpeg,7,4,1,2
2025-03-17_16-20-03.343-0-90,00000365.jpeg,10,3,0,5
2025-03-17_16-20-03.343-0-90,00000630.jpeg,7,2,0,5
2025-03-17_16-20-03.343-0-90,00000680.jpeg,7,4,0,5
2025-03-17_16-20-03.343-0-90,00000730.jpeg,7,4,0,7
2025-03-17_16-20-03.343-0-90,00000780.jpeg,10,3,1,4
2025-03-17_16-20-03.343-0-90,00000830.jpeg,8,2,1,3
2024-12-20_15-23-45.520,00000345.jpeg,4,1,0,0
2024-12-20_15-23-45.520,00000395.jpeg,3,0,0,0
2024-12-20_15-23-45.520,00000445.jpeg,5,0,0,0
2025-01-20_15-19-19.257,00000025.jpeg,3,5,1,4
2025-01-20_15-19-19.257,00000075.jpeg,4,2,1,5
2025-01-20_15-19-19.257,00000125.jpeg,8,2,0,3
2025-01-20_15-19-19.257,00000175.jpeg,8,2,0,2
2025-01-20_15-19-19.257,00000320.jpeg,10,3,1,2
2025-01-20_15-19-19.257,00000370.jpeg,11,3,0,0
2025-01-20_15-19-19.257,00000420.jpeg,8,0,1,5
2025-01-20_15-19-19.257,00000470.jpeg,6,5,0,2
2025-01-20_15-19-19.257,00000615.jpeg,5,6,1,2
2025-01-20_15-19-19.257,00000665.jpeg,5,7,1,1
2025-01-20_15-19-19.257,00000715.jpeg,7,8,0,4
2025-01-20_15-19-19.257,00000765.jpeg,8,7,0,1
2025-01-20_15-19-19.257,00000910.jpeg,7,6,1,10
2025-01-20_15-19-19.257,00000960.jpeg,7,7,0,9
2025-01-20_15-19-19.257,00001010.jpeg,8,8,1,7
2025-01-20_15-19-19.257,00001060.jpeg,9,6,0,1
2025-01-20_15-19-19.257,00001205.jpeg,11,0,0,3
2025-01-20_15-19-19.257,00001255.jpeg,6,1,0,6
2025-01-20_15-19-19.257,00001305.jpeg,1,1,1,2
2025-01-20_15-19-19.257,00001355.jpeg,3,0,0,2
2025-01-20_15-19-19.257,00001800.jpeg,6,7,1,4
2025-01-20_15-19-19.257,00001850.jpeg,9,2,0,4
2025-01-20_15-19-19.257,00001900.jpeg,8,10,0,10
2025-01-20_15-19-19.257,00001950.jpeg,7,2,0,8
2025-01-20_15-19-19.257,00002000.jpeg,6,7,2,10
2025-01-20_15-19-19.257,00002145.jpeg,10,10,0,5
2025-01-20_15-19-19.257,00002195.jpeg,5,8,0,4
2025-01-20_15-19-19.257,00002245.jpeg,5,4,0,3
2025-01-20_15-19-19.257,00002295.jpeg,5,9,0,5
2025-01-20_15-19-19.257,00002440.jpeg,5,7,4,10
2025-01-20_15-19-19.257,00002490.jpeg,7,2,3,10
2025-01-20_15-19-19.257,00002540.jpeg,9,4,2,7
2025-01-20_15-19-19.257,00002590.jpeg,16,0,0,1
2025-01-20_15-19-19.257,00003035.jpeg,8,2,2,2
2025-01-20_15-19-19.257,00003085.jpeg,7,11,0,4
2025-01-20_15-19-19.257,00003135.jpeg,7,1,2,3
2025-01-20_15-19-19.257,00003185.jpeg,4,2,2,6
2025-01-20_15-19-19.257,00003630.jpeg,9,1,0,3
2025-01-20_15-19-19.257,00003680.jpeg,6,5,2,7
2025-01-20_15-19-19.257,00003730.jpeg,10,1,0,1
2025-01-20_15-19-19.257,00003780.jpeg,6,13,1,5
2025-01-20_15-19-19.257,00003925.jpeg,7,11,1,5
2025-01-20_15-19-19.257,00003975.jpeg,5,4,1,2
2025-01-20_15-19-19.257,00004025.jpeg,11,2,0,0
2025-01-20_15-19-19.257,00004075.jpeg,5,9,1,0
2025-01-20_15-19-19.257,00004220.jpeg,6,4,0,15
2025-01-20_15-19-19.257,00004270.jpeg,4,7,1,4
2025-01-20_15-19-19.257,00004320.jpeg,7,8,1,6
2025-01-20_15-19-19.257,00004370.jpeg,14,5,0,2
2025-01-20_15-19-19.257,00004515.jpeg,7,8,0,4
2025-01-20_15-19-19.257,00004565.jpeg,12,0,1,1
2025-01-20_15-19-19.257,00004615.jpeg,7,2,1,2
2025-01-20_15-19-19.257,00004665.jpeg,1,1,1,4
2025-01-20_15-19-19.257,00004810.jpeg,6,2,4,1
2025-01-20_15-19-19.257,00004860.jpeg,6,3,1,5
2025-01-20_15-19-19.257,00004910.jpeg,3,3,3,6
2025-01-20_15-19-19.257,00004960.jpeg,7,2,0,3
2024-12-26_16-55-04.215,00000005.jpeg,4,7,3,3
2024-12-26_16-55-04.215,00000055.jpeg,9,0,2,2
2024-12-26_16-55-04.215,00000105.jpeg,6,4,1,1
2024-12-26_16-55-04.215,00000155.jpeg,7,4,0,2
2024-12-26_16-55-04.215,00000300.jpeg,10,2,1,5
2024-12-26_16-55-04.215,00000350.jpeg,7,11,1,3
2024-12-26_16-55-04.215,00000400.jpeg,12,8,2,0
2024-12-26_16-55-04.215,00000450.jpeg,11,10,1,2
2024-12-26_16-55-04.215,00000500.jpeg,8,9,1,2
2024-12-26_16-55-04.215,00000645.jpeg,12,6,1,4
2024-12-26_16-55-04.215,00000695.jpeg,12,1,2,4
2024-12-26_16-55-04.215,00000745.jpeg,13,4,1,1
2024-12-26_16-55-04.215,00000795.jpeg,10,2,0,3
2024-12-26_16-55-04.215,00000940.jpeg,7,1,3,1
2024-12-26_16-55-04.215,00000990.jpeg,7,0,0,1
2024-12-26_16-55-04.215,00001040.jpeg,9,1,0,2
2024-12-26_16-55-04.215,00001090.jpeg,8,0,0,1
2024-12-26_16-55-04.215,00001535.jpeg,4,0,3,0
2024-12-26_16-55-04.215,00001585.jpeg,4,5,2,3
2024-12-26_16-55-04.215,00001635.jpeg,4,1,3,2
2024-12-26_16-55-04.215,00001685.jpeg,7,2,2,1
2024-12-26_16-55-04.215,00001830.jpeg,13,3,1,4
2024-12-26_16-55-04.215,00001880.jpeg,10,2,1,2
2024-12-26_16-55-04.215,00001930.jpeg,9,2,2,8
2024-12-26_16-55-04.215,00001980.jpeg,9,2,3,5
2024-12-26_16-55-04.215,00002125.jpeg,11,3,3,9
2024-12-26_16-55-04.215,00002175.jpeg,11,6,4,2
2024-12-26_16-55-04.215,00002225.jpeg,11,4,1,9
2024-12-26_16-55-04.215,00002275.jpeg,7,15,2,4
2024-12-26_16-55-04.215,00002420.jpeg,10,8,1,4
2024-12-26_16-55-04.215,00002470.jpeg,7,4,3,4
2024-12-26_16-55-04.215,00002520.jpeg,6,7,0,10
2024-12-26_16-55-04.215,00002570.jpeg,7,4,0,12
2024-12-26_16-55-04.215,00002715.jpeg,10,9,0,6
2024-12-26_16-55-04.215,00002765.jpeg,9,3,0,1
2024-12-26_16-55-04.215,00002815.jpeg,5,12,0,5
2024-12-26_16-55-04.215,00002865.jpeg,12,2,0,3
2025-03-04_20-08-53.505,00000010.jpeg,1,0,0,0
2025-03-04_20-08-53.505,00000060.jpeg,0,0,0,2
2025-03-04_20-08-53.505,00000110.jpeg,0,0,0,2
2025-03-04_20-08-53.505,00000160.jpeg,0,1,0,4
2024-12-26_15-44-44.192,00000305.jpeg,1,1,0,1
2024-12-26_15-44-44.192,00000355.jpeg,0,1,0,2
2024-12-26_15-44-44.192,00000405.jpeg,1,1,0,1
2024-12-26_15-44-44.192,00000455.jpeg,1,0,1,0
2024-12-26_15-44-44.192,00000900.jpeg,1,0,0,0
2024-12-26_15-44-44.192,00000950.jpeg,0,1,2,1
2024-12-26_15-44-44.192,00001000.jpeg,1,2,0,2
2024-12-26_15-44-44.192,00001050.jpeg,0,2,1,2
2024-12-26_15-44-44.192,00001100.jpeg,0,1,1,1
2024-12-26_15-44-44.192,00001545.jpeg,1,2,0,2
2024-12-26_15-44-44.192,00001595.jpeg,1,1,0,2
2024-12-26_15-44-44.192,00001645.jpeg,0,3,0,2
2024-12-26_15-44-44.192,00001695.jpeg,0,3,0,1
2025-03-03_13-50-47.778-0-180,00000040.jpeg,8,3,3,2
2025-03-03_13-50-47.778-0-180,00000090.jpeg,5,4,4,5
2025-03-03_13-50-47.778-0-180,00000140.jpeg,7,1,1,0
2025-03-03_13-50-47.778-0-180,00000190.jpeg,0,0,6,0
2025-03-03_13-50-47.778-0-180,00000245.jpeg,0,3,2,6
2025-03-03_13-50-47.778-0-180,00000295.jpeg,2,2,3,4
2025-03-03_13-50-47.778-0-180,00000345.jpeg,5,2,0,1
2025-03-03_13-50-47.778-0-180,00000395.jpeg,7,1,1,2
2025-03-03_13-50-47.778-0-180,00000450.jpeg,3,3,3,3
2025-03-03_13-50-47.778-0-180,00000500.jpeg,7,3,2,3
2025-03-03_13-50-47.778-0-180,00000550.jpeg,3,3,3,1
2025-03-03_13-50-47.778-0-180,00000600.jpeg,8,4,3,6
2025-03-03_13-50-47.778-0-180,00000655.jpeg,5,4,2,6
2025-03-03_13-50-47.778-0-180,00000705.jpeg,1,2,2,2
2025-03-03_13-50-47.778-0-180,00000755.jpeg,3,0,2,1
2025-03-03_13-50-47.778-0-180,00000805.jpeg,3,0,1,2
2025-03-03_13-50-47.778-0-180,00000860.jpeg,7,0,0,1
2025-03-03_13-50-47.778-0-180,00000910.jpeg,5,1,0,1
2025-03-03_13-50-47.778-0-180,00000960.jpeg,6,2,1,2
2025-03-03_13-50-47.778-0-180,00001010.jpeg,5,5,2,2
2025-03-03_13-50-47.778-0-180,00001065.jpeg,3,3,1,5
2025-03-03_13-50-47.778-0-180,00001115.jpeg,3,7,0,4
2025-03-03_13-50-47.778-0-180,00001165.jpeg,2,5,2,7
2025-03-03_13-50-47.778-0-180,00001215.jpeg,4,5,1,7
2025-03-03_13-50-47.778-0-180,00001270.jpeg,4,2,2,6
2025-03-03_13-50-47.778-0-180,00001320.jpeg,0,3,1,2
2025-03-03_13-50-47.778-0-180,00001370.jpeg,2,3,0,3
2025-03-03_13-50-47.778-0-180,00001420.jpeg,1,4,0,4
2025-03-03_13-50-47.778-0-180,00001475.jpeg,6,5,3,3
2025-03-03_13-50-47.778-0-180,00001525.jpeg,5,2,1,2
2025-03-03_13-50-47.778-0-180,00001575.jpeg,3,1,1,7
2025-03-03_13-50-47.778-0-180,00001625.jpeg,3,4,0,8
2025-03-03_13-50-47.778-0-180,00001680.jpeg,3,1,2,1
2025-03-03_13-50-47.778-0-180,00001730.jpeg,8,0,2,0
2025-03-03_13-50-47.778-0-180,00001780.jpeg,4,2,1,3
2025-04-04_09-25-47.262-0-280,00000030.jpeg,1,0,0,0
2025-04-04_09-25-47.262-0-280,00000080.jpeg,2,0,0,0
2025-04-04_09-25-47.262-0-280,00000130.jpeg,2,0,0,0
2025-04-04_09-25-47.262-0-280,00000180.jpeg,3,0,0,0
2025-04-04_09-25-47.262-0-280,00000235.jpeg,2,0,0,0
2025-04-04_09-25-47.262-0-280,00000285.jpeg,2,0,0,0
2025-04-04_09-25-47.262-0-280,00000335.jpeg,2,0,0,0
2025-04-04_09-25-47.262-0-280,00000385.jpeg,2,0,0,0
2025-04-04_09-25-47.262-0-280,00000440.jpeg,2,0,0,0
2025-04-04_09-25-47.262-0-280,00000490.jpeg,1,0,0,0
2025-04-04_09-25-47.262-0-280,00000540.jpeg,1,0,0,0
2025-04-04_09-25-47.262-0-280,00000590.jpeg,1,0,0,0
2025-04-04_09-25-47.262-0-280,00000645.jpeg,1,0,0,0
2025-04-04_09-25-47.262-0-280,00000695.jpeg,2,0,0,0
2025-04-04_09-25-47.262-0-280,00000745.jpeg,4,0,0,0
2025-04-04_09-25-47.262-0-280,00000795.jpeg,4,0,0,0
2025-04-04_09-25-47.262-0-280,00000850.jpeg,1,0,0,0
2025-04-04_09-25-47.262-0-280,00000900.jpeg,2,0,0,0
2025-04-04_09-25-47.262-0-280,00000950.jpeg,3,0,0,0
2025-04-04_09-25-47.262-0-280,00001000.jpeg,3,0,0,0
